count,likes_component,mean_comments_component,influence,scores_component,mean_likes,mean_comments
1,0.0416580086,0.0,10.6900592601,0.1064840125,3.0,1.0
1,0.217751902,0.0089374379,10.580174083,0.1035348474,226.0,10.0
1,0.0471228723,0.0089374379,8.0269536666,0.0797089336,10.0,10.0
1,0.067480384,0.005958292,9.8166524082,0.0974321373,36.0,7.0
1,0.0957865797,0.0009930487,7.9439006027,0.0784712097,72.0,2.0
1,0.0635590213,0.0009930487,7.7486138575,0.0768406179,31.0,2.0
1,0.0918484279,0.0039721946,10.130250542,0.1003442992,67.0,5.0
1,0.0424382259,0.0009930487,10.0464434195,0.1000301214,4.0,2.0
1,0.0408779567,0.0,17.143657827,0.1710277987,2.0,1.0
1,0.109979171,0.0089374379,7.9071503666,0.0778823376,90.0,10.0
1,0.1867705102,0.0089374379,8.0260726223,0.0783036467,187.0,10.0
1,0.2018579129,0.0079443893,10.3120846217,0.1010228232,206.0,9.0
1,0.178041454,0.0139026812,9.6608992465,0.0946895511,176.0,15.0
1,0.0432186062,0.0019860973,9.9058258823,0.0986062118,5.0,3.0
1,0.0479041833,0.0009930487,7.7285594931,0.0767966226,11.0,2.0
1,0.4459714458,0.0079443893,7.5222891163,0.0706837328,512.0,9.0
6,0.0,0.0024826216,9.8217672926,0.0981928467,9.3333333333,3.5
1,0.0549423997,0.005958292,7.796206911,0.0773530622,20.0,7.0
1,0.2066248166,0.0089374379,100.2155622546,1.0,212.0,10.0
1,0.0572908986,0.0009930487,8.4639534543,0.0840566951,23.0,2.0
1,0.1812151454,0.0089374379,10.7893262339,0.1059917365,180.0,10.0
1,0.0400980726,0.002979146,8.2066105488,0.0816353333,1.0,4.0
1,0.1962979882,0.0089374379,8.5463418591,0.0834110643,199.0,10.0
1,0.0393183588,0.0019860973,8.6993052087,0.0865800075,0.0,3.0
1,0.0393183588,0.0089374379,8.665381315,0.0861712552,0.0,10.0
1,0.0918484279,0.0039721946,7.4750081443,0.0737918752,67.0,5.0
1,0.0518129147,0.002979146,8.4347375801,0.0837994552,16.0,4.0
1,0.0486856419,0.0,13.456191312,0.1340750567,12.0,1.0
1,0.0400980726,0.0009930487,8.9429972776,0.0890190616,1.0,2.0
1,0.0439991471,0.005958292,10.0775412504,0.1002758381,6.0,7.0
1,0.0698345166,0.0049652433,9.1304762579,0.090556765,39.0,6.0
1,0.0400980726,0.0009930487,9.4835762019,0.0944248508,1.0,2.0
1,0.0541598272,0.0089374379,8.2229710747,0.0815987381,19.0,10.0
1,0.3468517051,0.0238331678,8.9357919528,0.0856510708,388.0,25.0
1,0.1305165463,0.0009930487,11.8984819899,0.1176697239,116.0,2.0
1,0.0408779567,0.0039721946,8.4742124741,0.0842936232,2.0,5.0
1,0.0494672463,0.0009930487,8.9778825389,0.0892742224,13.0,2.0
1,0.0432186062,0.0049652433,9.708316993,0.0966013314,5.0,6.0
1,0.0800463296,0.0089374379,8.5963053475,0.0850732158,52.0,10.0
1,0.133679574,0.0079443893,8.8396555338,0.0869803157,120.0,9.0
1,0.0541598272,0.0009930487,10.6950460562,0.1063989318,19.0,2.0
1,0.0729748283,0.005958292,10.1020369123,0.1002310379,43.0,7.0
1,0.052595083,0.0019860973,8.2040116975,0.0814943052,17.0,3.0
2,0.1179451803,0.0074478649,7.342335303,0.0721694226,96.0,8.5
1,0.0400980726,0.0009930487,7.9940455373,0.0795295442,1.0,2.0
2,0.038697254,0.005958292,8.982091503,0.0893743596,22.0,7.0
1,0.067480384,0.0089374379,9.4139486257,0.093375308,36.0,10.0
1,0.0486856419,0.0009930487,8.1637926524,0.0811411396,12.0,2.0
1,0.2225224262,0.0188679245,8.8474402393,0.0860604989,232.0,20.0
3,0.1643043952,0.0033101622,8.0207909349,0.0785317638,132.3333333333,4.3333333333
2,0.186407126,0.004468719,9.9868598972,0.0979598405,159.5,5.5
2,0.0238290651,0.0039721946,8.9507190257,0.0892291777,8.0,5.0
1,0.5837424907,0.0089374379,7.5120065101,0.0691932658,684.0,10.0
1,0.0471228723,0.002979146,8.7479511715,0.0869784915,10.0,4.0
1,0.0416580086,0.0089374379,12.3190809046,0.1226848546,3.0,10.0
1,0.0627750888,0.0039721946,45.9042343699,0.4583748709,30.0,5.0
1,0.0471228723,0.0,8.821990712,0.0877486784,10.0,1.0
1,0.0596405365,0.002979146,9.2945255638,0.0923190588,26.0,4.0
1,0.0424382259,0.0019860973,10.2429577596,0.1019853344,4.0,3.0
1,0.0635590213,0.0019860973,9.0732162145,0.090076711,31.0,3.0
2,0.1502539901,0.0089374379,8.744654857,0.0858546343,126.0,10.0
2,0.1071931285,0.005958292,7.3844291424,0.0727127772,86.0,7.0
1,0.0463417111,0.0039721946,9.5986129221,0.0954829902,9.0,5.0
1,0.0965744418,0.0089374379,10.8235580043,0.1071804612,73.0,10.0
1,0.052595083,0.0,8.6624352466,0.0860984016,17.0,1.0
1,0.142382182,0.0079443893,10.1812779739,0.100309514,131.0,9.0
1,0.0580739868,0.0019860973,10.1676987898,0.1010763871,24.0,3.0
1,0.1170836597,0.0009930487,8.6110679647,0.0849299126,99.0,2.0
1,0.0393183588,1.0,10.1205939212,0.0908127556,0.0,1008.0
1,0.1431736287,0.0079443893,7.7373413466,0.0758622333,132.0,9.0
1,0.1502988016,0.0089374379,10.6728688643,0.1051363262,141.0,10.0
1,0.1368434451,0.0089374379,10.7879171979,0.1064213631,124.0,10.0
2,0.1045066951,0.0064548163,7.4742779585,0.0736331645,83.5,7.5
1,0.1036685301,0.0089374379,9.4354148774,0.0932280891,82.0,10.0
1,0.0432186062,0.002979146,7.337739723,0.0729154197,5.0,4.0
1,0.0447798464,0.0009930487,11.4119556706,0.1136618278,7.0,2.0
1,0.0432186062,0.0009930487,8.4546108413,0.0841039919,5.0,2.0
1,0.0635590213,0.0089374379,9.8873180571,0.098148216,31.0,10.0
1,0.0612075743,0.002979146,7.7234700379,0.0765928332,28.0,4.0
2,0.0488178185,0.0034756703,9.3618146554,0.0930952117,31.5,4.5
1,0.0808325245,0.0089374379,13.2180631894,0.1312829323,53.0,10.0
2,0.3331544061,0.0089374379,9.5144468723,0.0917235503,295.0,10.0
1,0.0408779567,0.005958292,8.1059905028,0.0805915425,2.0,7.0
1,0.0533773878,0.0,12.0594195256,0.1200604214,18.0,1.0
1,0.0502489945,0.0019860973,7.4439597602,0.0739172467,14.0,3.0
1,0.0541598272,0.0089374379,9.6816919683,0.096185947,19.0,10.0
1,0.067480384,0.002979146,7.5207858374,0.0745032631,36.0,4.0
1,0.1637674608,0.0039721946,9.5705902003,0.0940285054,158.0,5.0
1,0.0408779567,0.0,10.0272294496,0.0998635149,2.0,1.0
1,0.2193419614,0.0089374379,13.6569768716,0.1342869747,228.0,10.0
1,0.1574276988,0.005958292,9.0467307576,0.0888334477,150.0,7.0
1,0.0447798464,0.002979146,8.1716010663,0.0812384207,7.0,4.0
1,0.0424382259,0.0019860973,10.9242660011,0.1087984168,4.0,3.0
1,0.0706194395,0.0089374379,9.4648401744,0.093852833,40.0,10.0
1,0.0455607018,0.0,8.2411555532,0.0819559485,8.0,1.0
1,0.0408779567,0.002979146,53.9336252996,0.538897682,2.0,4.0
1,0.0761167536,0.0049652433,7.4471423183,0.0736606032,47.0,6.0
2,0.5952492392,0.0317775571,9.3699719484,0.0874294515,536.0,33.0
1,0.0439991471,0.0,9.3267106792,0.0928271153,6.0,1.0
1,0.0518129147,0.0009930487,8.608272567,0.085554666,16.0,2.0
1,0.0393183588,0.0,10.5117654539,0.104724471,0.0,1.0
1,0.0439991471,0.0009930487,9.7601998928,0.097152077,6.0,2.0
2,0.129244876,0.0153922542,9.704402806,0.0955976568,106.5,16.5
1,0.1068233076,0.0089374379,12.5599507492,0.1244419,86.0,10.0
1,0.0424382259,0.0009930487,7.9185760422,0.0787514477,4.0,2.0
2,0.0217104904,0.0,46.3743892948,0.463526788,6.0,1.0
1,0.0957865797,0.0089374379,9.3175158074,0.0921279179,72.0,10.0
1,0.067480384,0.0,8.2757576023,0.0820827722,36.0,1.0
1,0.0416580086,0.0069513406,10.9134185961,0.1086480925,3.0,8.0
1,0.0439991471,0.0,8.200213337,0.0815621419,6.0,1.0
1,0.1502988016,0.0089374379,8.7294588286,0.0857022259,141.0,10.0
1,0.0424382259,0.0,10.2756873366,0.1023324911,4.0,1.0
1,0.354837237,0.0139026812,7.6150391954,0.0724629928,398.0,15.0
1,0.1931216158,0.0089374379,10.9716562032,0.1076959715,195.0,10.0
1,0.0408779567,0.0009930487,42.9612225091,0.429193515,2.0,2.0
1,0.1645601203,0.0089374379,10.4323058838,0.1025880833,159.0,10.0
1,0.0447798464,0.002979146,9.759258632,0.0971149964,7.0,4.0
1,0.0471228723,0.0009930487,11.9113605006,0.1186324458,10.0,2.0
1,0.065911504,0.0069513406,8.8632207104,0.0879035787,34.0,8.0
1,0.2742634235,0.0139026812,9.8996962078,0.096115301,297.0,15.0
1,0.0463417111,0.0009930487,39.190508329,0.3914317357,9.0,2.0
1,0.0393183588,0.0089374379,7.4336125312,0.0738535673,0.0,10.0
1,0.1162940205,0.0079443893,10.2543161541,0.1013007774,98.0,9.0
1,0.2487778804,0.0049652433,8.8274620284,0.085737189,265.0,6.0
1,0.0604239951,0.0039721946,8.3461170659,0.0828172088,27.0,5.0
1,0.120242825,0.0089374379,8.4792036451,0.0835002338,103.0,10.0
1,0.1313072229,0.002979146,7.8641004657,0.077298141,117.0,4.0
1,0.067480384,0.0009930487,13.2684829496,0.1320000952,36.0,2.0
1,0.0479041833,0.0039721946,8.7882461091,0.0873636973,11.0,5.0
1,0.0627750888,0.0069513406,9.2270570593,0.0915733063,30.0,8.0
1,0.180421667,0.0089374379,9.4758623226,0.0928650322,179.0,10.0
1,0.0533773878,0.0009930487,8.7333256505,0.0867895521,18.0,2.0
2,0.0546866059,0.005958292,8.25448534,0.0819384044,37.0,7.0
2,0.083040994,0.0004965243,9.4497634341,0.0936622592,63.5,1.5
1,0.0510308845,0.0089374379,50.0184392861,0.4995847096,15.0,10.0
1,0.0393183588,0.0049652433,10.0989746616,0.1005469106,0.0,6.0
1,0.1257736384,0.0049652433,9.1077484165,0.0897700953,110.0,6.0
1,0.1162940205,0.0089374379,8.6914934479,0.0856626199,98.0,10.0
1,0.0698345166,0.0009930487,8.8097515088,0.0873892394,39.0,2.0
1,0.0510308845,0.005958292,10.3789912084,0.1032200203,15.0,7.0
1,0.0400980726,0.0049652433,7.5603460799,0.0751528276,1.0,6.0
1,0.8109048085,0.0089374379,8.1395167927,0.0731967455,967.0,10.0
1,0.0400980726,0.0,7.4348033219,0.0739470525,1.0,1.0
1,0.0549423997,0.0,8.4614460045,0.084065036,20.0,1.0
1,0.1891519148,0.005958292,7.5697249867,0.0737461478,190.0,7.0
1,0.0518129147,0.0009930487,8.1752598413,0.0812245388,16.0,2.0
1,0.0502489945,0.002979146,7.7846103146,0.0773138217,14.0,4.0
1,0.6888339431,0.0089374379,8.0084789554,0.0731070757,815.0,10.0
1,0.0518129147,0.0009930487,8.6845599147,0.0863175395,16.0,2.0
1,0.0400980726,0.0019860973,8.6510177028,0.0860893353,1.0,3.0
4,0.475375502,0.0089374379,10.1503458428,0.096660329,364.0,10.0
1,0.1320979533,0.0089374379,9.2865468524,0.0914551146,118.0,10.0
1,0.0393183588,0.2552135055,8.4242803278,0.0812974846,0.0,258.0
1,0.0572908986,0.0019860973,7.9728618515,0.0791358486,23.0,3.0
1,0.0627750888,0.0009930487,7.7389028054,0.0767513467,30.0,2.0
1,0.226498645,0.0089374379,9.7853538828,0.095499178,237.0,10.0
1,0.2209321365,0.0168818272,7.5480540694,0.0731024011,230.0,18.0
1,0.3604280309,0.0089374379,9.768303811,0.0939893834,405.0,10.0
1,0.0502489945,0.0,7.8596786084,0.0780942961,14.0,1.0
1,0.3756067343,0.0079443893,11.6102717256,0.112267206,424.0,9.0
2,0.1131055418,0.0064548163,8.7948144177,0.0867525406,91.5,7.5
1,0.1186631216,0.0387288977,8.1598895752,0.0800249756,101.0,40.0
2,0.0691168195,0.0124131082,7.6412079647,0.0755967804,50.5,13.5
2,0.0766113285,0.004468719,9.1037988096,0.0902271876,57.5,5.5
1,0.052595083,0.0019860973,12.7184730802,0.126638919,17.0,3.0
1,0.1526746971,0.0009930487,9.2573554565,0.0910368771,144.0,2.0
2,0.3179641533,0.0089374379,10.8730584594,0.1054615687,281.0,10.0
1,0.0604239951,0.0009930487,9.8762200809,0.0981480304,27.0,2.0
1,0.073760161,0.0039721946,10.3084151613,0.1023068281,44.0,5.0
1,0.0424382259,0.0009930487,7.6077331928,0.0756430192,4.0,2.0
1,0.0745455935,0.0009930487,7.4196054709,0.0734406683,45.0,2.0
1,0.069049699,0.002979146,7.5709208066,0.0749889196,38.0,4.0
1,0.0510308845,0.0,8.5219221113,0.0847089123,15.0,1.0
1,0.0612075743,0.002979146,8.9563429523,0.0889215623,28.0,4.0
1,0.0627750888,0.0009930487,10.2967088723,0.1023294073,30.0,2.0
1,0.0400980726,0.002979146,9.8467526169,0.098036754,1.0,4.0
1,0.0886993392,0.002979146,11.0791854823,0.10987507,63.0,4.0
1,0.0627750888,0.0009930487,12.7869354424,0.127231673,30.0,2.0
1,0.1139254754,0.0089374379,8.3478891756,0.0822502626,95.0,10.0
1,0.0918484279,0.0089374379,10.8259158084,0.1072512994,67.0,10.0
1,0.1013031813,0.0009930487,7.86442957,0.0776213334,79.0,2.0
1,0.1249833493,0.0109235353,52.4278782426,0.5229197136,109.0,12.0
5,0.2067875039,0.0091360477,9.8149829753,0.0959905942,157.6,10.2
1,0.052595083,0.0,10.5730452941,0.1052045021,17.0,1.0
1,0.0486856419,0.0009930487,8.1377383546,0.0808805966,12.0,2.0
1,0.0494672463,0.0079443893,8.2950495233,0.0823763789,13.0,9.0
1,0.0800463296,0.0089374379,8.7811989255,0.0869221516,52.0,10.0
1,0.0479041833,0.0009930487,8.5630092667,0.0851411203,11.0,2.0
1,0.0761167536,0.0,7.4965868172,0.0742047006,47.0,1.0
1,0.0432186062,0.0,8.4877663191,0.0844454771,5.0,1.0
1,0.0463417111,0.0049652433,9.9062684518,0.098549615,9.0,6.0
1,0.0533773878,0.0009930487,8.0257302959,0.0797135986,18.0,2.0
1,0.0800463296,0.0039721946,9.660933147,0.0957691462,52.0,5.0
1,0.067480384,0.0019860973,8.7962853585,0.0872681888,36.0,3.0
1,0.0518129147,0.002979146,9.4158553949,0.0936106333,16.0,4.0
2,0.0227695855,0.0009930487,10.690164543,0.1066640191,7.0,2.0
1,0.069049699,0.005958292,8.1476861289,0.0807267814,38.0,7.0
1,0.0541598272,0.0039721946,11.7212254521,0.1166309343,19.0,5.0
1,0.0432186062,0.0019860973,9.6901439093,0.0964493921,5.0,3.0
1,0.1068233076,0.0,7.5499135328,0.0744309023,86.0,1.0
1,0.180421667,0.0089374379,8.528706144,0.0833934704,179.0,10.0
1,0.0463417111,0.0,8.5580910802,0.0851174937,9.0,1.0
1,0.0706194395,0.0009930487,8.5619575601,0.0849034507,40.0,2.0
1,0.0408779567,0.0,8.6867291459,0.0864585119,2.0,1.0
1,0.0572908986,0.0009930487,11.8210094872,0.1176272554,23.0,2.0
1,0.0494672463,0.0009930487,8.0949264202,0.0804446613,13.0,2.0
1,0.0761167536,0.0069513406,7.3414272108,0.0725835912,47.0,8.0
1,0.126563984,0.0089374379,11.9856879083,0.1185018649,111.0,10.0
1,0.3292892099,0.005958292,8.918103293,0.0858285579,366.0,7.0
1,0.084764847,0.0069513406,11.0080917891,0.109163756,58.0,8.0
1,0.1028800096,0.0089374379,8.0911778564,0.0797936041,81.0,10.0
1,0.0729748283,0.0009930487,14.1351993009,0.1406123142,43.0,2.0
1,0.3596293003,0.043694141,9.993246373,0.0958992293,404.0,45.0
1,0.1978863744,0.0049652433,7.7025390985,0.0749968748,201.0,6.0
1,0.052595083,0.0039721946,10.3911797338,0.1033461246,17.0,5.0
1,0.109979171,0.0198609732,8.6520477484,0.085222076,90.0,21.0
1,0.0393183588,0.0009930487,8.7583241592,0.0871801275,0.0,2.0
1,0.1368434451,0.0109235353,9.8386897578,0.0969092278,124.0,12.0
2,0.1012838574,0.001489573,9.1979327584,0.0909515933,80.5,2.5
1,0.0416580086,0.0,9.2361633335,0.0919450532,3.0,1.0
1,0.7859986798,0.0099304866,7.6192955832,0.0682336642,936.0,11.0
1,0.0533773878,0.005958292,8.1531154479,0.0809377977,18.0,7.0
1,0.1013031813,0.0069513406,8.3083705015,0.0820011598,79.0,8.0
1,0.0808325245,0.0069513406,9.2868068106,0.0919902295,53.0,8.0
1,0.0612075743,0.0,8.6046877442,0.0854348017,28.0,1.0
1,0.1147149279,0.0019860973,9.8431106128,0.0972640959,96.0,3.0
1,0.2002692001,0.0089374379,9.667850142,0.094586435,204.0,10.0
2,0.0323176335,0.0,7.9673769401,0.0793505931,16.0,1.0
1,0.2854205071,0.0069513406,10.4273658477,0.10134994,311.0,8.0
1,0.0479041833,0.0049652433,8.8017674633,0.0874889804,11.0,6.0
1,0.2487778804,0.005958292,11.0673421292,0.1081260596,265.0,7.0
1,0.4227723541,0.0089374379,8.8280481322,0.0839633834,483.0,10.0
1,0.0463417111,0.0019860973,9.4010668267,0.0935273902,9.0,3.0
1,0.0439991471,0.002979146,8.4238473014,0.0837686901,6.0,4.0
1,0.0424382259,0.005958292,8.1354945784,0.0808709806,4.0,7.0
1,0.0447798464,0.0019860973,9.5457544929,0.0949898855,7.0,3.0
2,0.0365695684,0.0034756703,11.6660568404,0.116260116,20.0,4.5
1,0.0510308845,0.005958292,10.1170965042,0.1006010733,15.0,7.0
1,0.1162940205,0.0079443893,10.5349782194,0.1041073981,98.0,9.0
1,0.0981503925,0.005958292,7.9956823008,0.0789157362,75.0,7.0
1,0.3732097462,0.0089374379,8.0621304374,0.0767998325,421.0,10.0
3,0.311955996,0.2426348891,9.9637220461,0.0940913116,252.3333333333,245.3333333333
1,0.056507937,0.0089374379,7.6778445219,0.0761239915,22.0,10.0
1,0.2965816302,0.0089374379,8.2449472679,0.079394282,325.0,10.0
1,0.0400980726,0.0009930487,11.2938455177,0.112527544,1.0,2.0
1,0.0612075743,0.0,10.4440829451,0.1038287537,28.0,1.0
1,0.0533773878,0.0009930487,10.8744838868,0.1082011345,18.0,2.0
1,0.0408779567,0.0,7.4750443663,0.0743416641,2.0,1.0
1,0.069049699,0.0009930487,11.5256157695,0.1145557302,38.0,2.0
1,0.073760161,0.0089374379,10.8285899476,0.1074589235,44.0,10.0
1,0.1186631216,0.0049652433,14.2564851361,0.1413285677,101.0,6.0
2,0.0397615053,0.004468719,9.560653618,0.0951642339,23.0,5.5
1,0.0800463296,0.0089374379,8.0158753411,0.0792689157,52.0,10.0
1,0.0455607018,0.002979146,10.6018907179,0.1055335087,8.0,4.0
1,0.0533773878,0.005958292,10.1285030944,0.1006916741,18.0,7.0
1,0.1978863744,0.0268123138,10.8060943525,0.1058139566,201.0,28.0
1,0.7610974929,0.3406156902,9.4609686346,0.0835925545,905.0,344.0
1,0.0400980726,0.0009930487,10.6692591611,0.1062816804,1.0,2.0
1,0.0682649877,0.0009930487,10.576480074,0.1050722204,37.0,2.0
1,0.0400980726,0.0,9.5856250217,0.0954552695,1.0,1.0
1,0.0533773878,0.0009930487,10.1759375531,0.1012156712,18.0,2.0
1,0.0416580086,0.0009930487,9.8429435579,0.098002925,3.0,2.0
1,0.0486856419,0.0009930487,10.3135800645,0.1026390137,12.0,2.0
1,0.0855515752,0.0049652433,9.2792320276,0.0918871521,59.0,6.0
1,0.0424382259,0.0,7.5340539214,0.074916157,4.0,1.0
1,0.084764847,0.0009930487,10.115141602,0.1002938371,58.0,2.0
1,0.0997266407,0.0089374379,7.7364699665,0.0762780589,77.0,10.0
1,0.1455482594,0.0,8.9247446599,0.087791964,135.0,1.0
1,0.1384256899,0.005958292,10.5216783612,0.1037729438,126.0,7.0
1,0.0627750888,0.0049652433,8.3897430619,0.0832200273,30.0,6.0
1,0.0800463296,0.0089374379,7.4680820771,0.0737909831,52.0,10.0
1,0.126563984,0.0089374379,8.319287813,0.0818378639,111.0,10.0
3,0.0830978835,0.0043032109,7.6325708517,0.0754516976,66.0,5.3333333333
1,0.0729748283,0.0089374379,10.473027083,0.1039111482,43.0,10.0
1,0.0400980726,0.0089374379,10.0089640523,0.0995992854,1.0,10.0
1,0.0502489945,0.002979146,8.7999980978,0.0874676996,14.0,4.0
1,0.109979171,0.0069513406,9.4444186792,0.0932748817,90.0,8.0
1,0.067480384,0.0039721946,10.2421865302,0.1017073395,36.0,5.0
1,0.0408779567,0.0,7.8331641872,0.0779228623,2.0,1.0
1,0.0408779567,0.0039721946,8.6021248689,0.0855727472,2.0,5.0
1,0.0400980726,0.0,9.7196867451,0.0967958867,1.0,1.0
1,0.0612075743,0.0009930487,9.3981635908,0.0933596297,28.0,2.0
1,0.107612173,0.0089374379,8.8605840264,0.0874403442,87.0,10.0
1,0.1947097349,0.0089374379,10.7714504425,0.1056780327,197.0,10.0
1,0.627048109,0.3753723932,7.9875948298,0.0698517433,738.0,379.0
1,0.065911504,0.0009930487,7.6836974907,0.0761679294,34.0,2.0
1,0.0408779567,0.0009930487,7.7911107281,0.0774923972,2.0,2.0
2,0.0195934959,0.0009930487,9.0231817888,0.0900259524,4.0,2.0
1,0.3268949512,0.0089374379,7.4075345406,0.0707170215,363.0,10.0
1,0.1028800096,0.0019860973,7.9766741811,0.0787180807,81.0,3.0
1,0.0557251035,0.0019860973,7.8006629998,0.077429518,21.0,3.0
1,0.0400980726,0.0019860973,9.6880320413,0.0964594787,1.0,3.0
1,0.0729748283,0.0,7.4157005785,0.0734272575,43.0,1.0
1,0.0455607018,0.0019860973,11.1520509542,0.1110450416,8.0,3.0
1,0.0761167536,0.0089374379,8.6516308038,0.0856657661,47.0,10.0
1,0.0619912727,0.0049652433,8.1590046906,0.0809204817,29.0,6.0
1,0.0698345166,0.0089374379,9.6850133941,0.0960624144,39.0,10.0
1,0.2042412225,0.0019860973,7.8361110723,0.0762988375,209.0,3.0
1,0.0486856419,0.0009930487,10.587945231,0.1053826654,12.0,2.0
1,0.1052457809,0.0089374379,7.6281502704,0.0751396705,84.0,10.0
